llm_summary,LABEL
" A customer has a duplicate DTN (1500196570) which is causing issues with their account. Field Technician AD18163 visited the customer's site and determined that the customer's service needs to be rebuilt. The affected service address is 200 Summit Blvd Broomfield, Co. 80021.",duplicate dtn issue
 Missing data in the CANCELLATION_REASON__C column of the SALESFORCE_FIBER.CASE table for disconnected services. Only 23% of disconnected services have populated data in this column.,duplicate dtn issue
 Fiber Internet Ordering and Duplicate DTN impacted.,duplicate dtn issue
 **Summary:**  Customer is experiencing issues while trying to place an Instant Internet order. Case Number: 01802305 SFDC Case URL: https://ctl-fiber.lightning.force.com/lightning/r/Case/500Do00000Eo5XfIAJ/view,duplicate dtn issue
 SA Canceled WO stuck in Allocated status. Need to move to Canceled status and update account to Abandoned Activation.,duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: QF: Manage Portal unable to create an account for instant internet,duplicate dtn issue
 **Summary:** Customer who cancelled service on March 5th and had their account closed on March 6th is reporting that their services are still working. Request to fully disconnect the internet. - Disconnect order: A00659097 - Verify OP processed correctly to terminate service - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000DKWxnIAH/view,duplicate dtn issue
" Unable to access activate.q.com, contacted support multiple times.",duplicate dtn issue
" **Function Impacted**: Customers are unable to update payment methods.  **Issue Category**: Billing/Payment  **Details**: Customers have repeatedly attempted to update their payment methods online but encounter an error message stating ""Oops, a payment failed to process."" They are not provided with any options to update or change their payment methods.  **URL**: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R7ODzIAN/view",duplicate dtn issue
" The Cx Acct Highlight Panel is out of sync with the EULA WG status. As per KIT, when a customer is placed in EULA walled garden, the Salesforce highlight panel should display a message stating ""customer must accept their subscription agreement"" to help agents identify why services are not working. An investigation is needed to ensure the feature works as intended.",duplicate dtn issue
" Customer is unable to order connect voice due to an error on the order confirmation page after clicking submit. The issue persists despite trying different internet sources, computers, and clearing browser cookies.",duplicate dtn issue
" **Summary:** Customer is unable to update their payment method on their account. They receive an error message stating that the payment cannot be updated and to try a new card. The customer's account is for a business and they cannot use a different card. They claim that there are funds in the card on file, which has been used successfully for previous payments and is not expired. The payment is not processing for the latest payments.   **Account URL:**  https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MXT3nIAH/view",duplicate dtn issue
 Function Impacted: Equipment Issue Category: QF Error Message: "There was an error creating the repair case. We believe this due to a lack of data in the pod_replacement table that IT needs to correct." Action Taken: Submitted an INC ticket to get pods shipped.,duplicate dtn issue
" QF customers are experiencing issues with the q.com/instant360wifi website when signing up for services. The website is slow, and the unit numbers are not populating every time when entering the address. After selecting the address and unit number, customers are directed to a page for QF Instant 360 WIFI instead of QF Instant Internet properties. This issue has been observed in several properties, including The Triple Crowne Residences Shakopee, Sagebrush, and Tilian Apartments.",duplicate dtn issue
 Function Impacted: EULA Issue Issue Category: QF: Manage Portal Work Order: 05220289 Case Number: 02663425  - Customer is stuck in EULA walled garden even though they have accepted the EULA. - Screenshots attached. - Customer will be put back into WG if not corrected. - This is causing a poor customer experience. - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8PtTIAV/view,duplicate dtn issue
 Function impacted: Not specified. Issue category: All other issues. Customer concern: Unable to view the history of billing invoices in Salesforce. URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R5ELNIA3/view,duplicate dtn issue
" Customer cannot view invoices in the portal, which were previously accessible and required for work reimbursement.",duplicate dtn issue
" Function impacted: QF: SOM Issue: No work order or service appointment generated, preventing order from being scheduled and executed. Action required: Orchestration/SOM correction to enable order scheduling and execution.",duplicate dtn issue
 Partner Portal is impacted. Users are unable to access the update payment page after reaching the oops page under Billing/Payment category.,duplicate dtn issue
 **Summary:**  - Function impacted: Instant Internet Ordering - Issue category: QF: Manage Portal - Case number: 01640532 - Unable to activate Instant Internet,duplicate dtn issue
 **Summary:**  - Instant Internet Ordering function is impacted. - Issue category: QF: Manage Portal. - Case Number: 01826080. - Unable to activate Instant Internets. - Salesforce Cx Lead URL provided for reference.,duplicate dtn issue
 Account deactivation failed due to lack of active subscriptions. A case needs to be created and escalated to ensure proper deactivation.,duplicate dtn issue
" QF Fiber Repair missing ST w/Dispatch Ready checked. Service Appointment numbers: SA-12341359, SA-12240507, SA-12291107. QF repairs with no service territory.",duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: All Other Issues  - Customer is unable to sign up for instant internet ready property due to an error. - URL for the SFDC Cx Lead: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00QDo00000FnFAjMAN/view,duplicate dtn issue
 **Function Impacted**: OP failed at "WO and SA Updates" step. **Issue Category**: QF: SOM. **Work Order**: A00789154. **Case Number**: 02881948. **Details**: OP fatally failed at "WO and SA Updates" for A00789154. The step was retried but continues to fail. **URL**: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000UbOorIAF/view,duplicate dtn issue
 Speed tests on some Quantum Fiber DTNs are not matching the ordered speed.,duplicate dtn issue
" - Function impacted: Manage Portal - Issue category: QF - Customer request: Remove Connected Voice from account - 3 deactivation cases submitted, service still not disconnected",duplicate dtn issue
 Salesforce agent UI is impacted by missing activation dates in multiple work orders.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: All Other Issues **Issue**: Unable to access activate.q.comSFDC Cx Lead URL **URL**: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00QDo00000JawOBMAZ/view,duplicate dtn issue
 Salesforce agent UI impacted due to orchestration failure at "Send Order Confirmation Email" node. DTN and relevant information populated in service delivery after retrying.,duplicate dtn issue
" A customer is unable to add or order pods to their account in the portal. The affected function is QF: Manage Portal, and the work order number is 01074745. The case number is 02374650. The issue is related to the Salesforce Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003FK83kAAD/view.",duplicate dtn issue
" A customer from Fort Myers, Florida is unable to access activate.q.com to activate their internet service. They have tried using a different device and unplugging and plugging the modem, but the issue persists. The customer needs assistance in resolving this issue.",duplicate dtn issue
